Filename,Error_rate,No_of_hashes(k),Chunk_size,Filter-size(m),Inserted Words in dict,Count_Mismatches,Error in counts,New words,False Positives,FP_Error
sample.html,0.1,3,4,5713,888,129,0.14527027027027026,19112,1982,0.1037044788614483
